model,site,seed,crps,nll,cov50,cov90,cov95,sharp50,sharp90,sharp95,pit_mean,pit_var,pit_ks,rmse_floor,mean_z,std_z,acf1,drift_r2,noise_skew,noise_exkurt,noise_tail3sd,energy_distance,vvs_ratio_maxwin,rmse
  likelihood: mixture(3),redmere_2,42,0.7076287665226403,1.8222335628397905,0.43085980284775466,0.7813526834611172,0.8752738225629791,0.620626548605564,2.940415589242504,4.650757519410753,0.49713615088408386,0.1010656015250524,0.06994862192525789,1.4304458489007619,-0.022948698337363176,1.2800044454997754,"{'lag': 2, 'hours': 1.0, 'acf': -0.0011686359330043685, 'n': 5057}",0.002177983678888107,-0.7620947152732471,19.410443114719776,0.024233296823658268,0.041202645229588164,9.553708027199924,2.0269463062286377
  likelihood: mixture(3),great_fen,0,0.9425137986168248,2.169620930526261,0.39982621648460775,0.8480635551142006,0.9122393247269116,1.26995247115345,5.859435683033079,8.270927513952525,0.49322106939394256,0.0980344582270491,0.053826289018893636,1.6619211733304229,-0.011180576292107221,1.1673024761870057,"{'lag': 2, 'hours': 1.0, 'acf': 0.006428175434554419, 'n': 5967}",-0.007779184701509179,-0.4000195703733703,15.386224866425614,0.023957298907646474,0.06808592802205471,26.709696869510474,2.9169647693634033
  likelihood: mixture(3),great_fen,1,0.9104200176429599,2.3206090451274264,0.25198609731876864,0.7927010923535254,0.8747517378351539,0.7198168592982535,4.116740489257416,5.5714398634975115,0.4864172112524184,0.12318976553683418,0.13597962656955329,1.6619211733304229,-0.018731622461219736,1.6001825459373376,"{'lag': 2, 'hours': 1.0, 'acf': 0.009012075390374474, 'n': 5967}",-0.009590502710812743,-0.40530830285936686,15.314869001154442,0.024081429990069514,0.0075841517213910414,10.948779899543496,2.3300933837890625
  likelihood: mixture(3),great_fen,42,0.8703038164385485,1.8906107511744539,0.3840615690168818,0.836643495531281,0.9128599801390268,1.2906315521486917,4.940915121041171,6.773562435338189,0.4899912032097074,0.10146227396935677,0.06691332921320081,1.6619211733304229,-0.019036128239183162,1.1728202239655259,"{'lag': 2, 'hours': 1.0, 'acf': -0.025565512578991968, 'n': 5967}",-0.0045368108516796735,-0.3925205919132154,15.25397778020129,0.024081429990069514,0.01258861770750963,18.16251769294995,2.6924221515655518
  params: predicted-k,woodwalton,0,1.7816732404747038,691.6977898332211,0.13493358191563737,0.2606035889070147,0.299347471451876,0.20580682454633337,0.6639880552562789,0.8464782563938668,0.17534516064985778,0.0916702725058318,0.6169041311824499,1.5677589430343275,-18.970480752315343,32.03035515522234,"{'lag': 2, 'hours': 1.0, 'acf': 0.7153369462823422, 'n': 13127}",-6.089862175709077,-1.439753506700155,6.439252688847082,0.018410626893498018,1.2777596886569789,394.43966018116004,2.9036874771118164
  params: predicted-k,woodwalton,1,0.7225026009689092,1618.2220639563395,0.03652994639944069,0.18282451642973666,0.24341645304124912,0.12283376685871743,0.3969021795831049,0.5065737646135716,0.7721899841955343,0.14345412587315576,0.6019801749983339,1.5677589430343275,6.2580571086919115,56.57828650253762,"{'lag': 2, 'hours': 1.0, 'acf': -0.0007199701103976395, 'n': 13127}",-0.2851874083825616,-0.09889018282578249,38.44690797770111,0.01992542530878583,0.34292166720913236,12.56870904707953,1.3660532236099243
  params: predicted-k,woodwalton,42,0.7237877986930586,12.510577024238376,0.3378583080866931,0.673910510370543,0.7478443253320904,0.5536187348193444,1.7873513805385883,2.2797314080019015,0.3322835255934867,0.09715442724304585,0.2599775815773096,1.5677589430343275,-1.2187483595540494,4.911906693837993,"{'lag': 2, 'hours': 1.0, 'acf': 0.04353554592511986, 'n': 13127}",-1.1262451355265348,-1.1503984203403599,27.7388848341044,0.018002796550920533,0.22888693864974796,27.652761879290953,1.7481664419174194
  params: predicted-k,rosedene,0,0.7399074178641327,4.677766923067709,0.3427127050743991,0.7484738649370469,0.816291491797024,0.6814025470902394,2.2024546362896715,2.809189947178651,0.5523862574631012,0.11342195106123994,0.1363955389368986,1.6879225953531205,0.22167402244922538,3.025159935437885,"{'lag': 2, 'hours': 1.0, 'acf': -0.01204717031452016, 'n': 15188}",-0.02268768250273956,-0.4814579699506635,41.09632088270608,0.02017359786341091,0.06696194154411805,3.761936606320326,1.9514156579971313
  params: predicted-k,rosedene,1,0.7116762878842939,2.8522410418415514,0.46322968332697445,0.8473388019839756,0.8967951163677985,0.9907580472829012,3.1990468643945764,4.079528748134442,0.4992147108158764,0.09065945608066568,0.021030460230606063,1.6879225953531205,-0.05505900546987039,2.2065708892775158,"{'lag': 2, 'hours': 1.0, 'acf': -0.031164917325880663, 'n': 15188}",0.0012536160992435708,-0.6416638954955908,42.12630841070471,0.02017359786341091,0.021441531916187584,8.908414203869265,2.131998062133789
  params: predicted-k,rosedene,42,0.7248554672863098,3.649072180508877,0.4773941243800076,0.8355112552460893,0.8829645173597863,1.0058345733862832,3.2504203337786564,4.145409535074594,0.4828361462138992,0.08978744310341645,0.03571227447494413,1.6879225953531205,-0.09766053775926997,2.5303674298409464,"{'lag': 2, 'hours': 1.0, 'acf': -0.028964047871069706, 'n': 15188}",-0.0026281257116702594,-0.6905334980542435,42.14085639467558,0.020412056466997328,0.021674489028463917,8.051267475725805,2.1324613094329834
  params: predicted-k,redmere_1,0,0.7732411132715242,4492426.348585212,0.5076103500761036,0.8716387620497209,0.9162861491628614,1.180626852260189,3.812256544801198,4.857599095052709,0.4977531160697561,0.08220217976867471,0.01871590046482241,1.5091149084560704,-168.9231231305292,2992.710571342001,"{'lag': 2, 'hours': 1.0, 'acf': 0.23796347938799403, 'n': 2679}",-5.904134367231338,-8.749141707832688,100.65281160285302,0.007864028411973617,0.003475134311829997,8.960592671434297,2.9905471801757812
  params: predicted-k,redmere_1,1,0.704635372285942,2163716.807206832,0.5045662100456622,0.8800101471334348,0.9244038559107052,1.210798540376108,3.893725472658434,4.964887439636279,0.5119063578779552,0.0815926186234178,0.02755804222919997,1.5091149084560704,-73.65795170358378,2078.9437233801505,"{'lag': 2, 'hours': 1.0, 'acf': 0.7655708158325815, 'n': 2679}",-4.894203152958012,-9.644935856775644,127.87191676375141,0.006595636732623034,0.0017106880988810858,7.628039446958019,2.8100268840789795
  params: predicted-k,redmere_1,42,0.7103465891062057,1637730.8055860673,0.5291730086250634,0.8997970573313039,0.9337899543378996,1.3460408365689427,4.331048493014524,5.520623271457964,0.5065966944915253,0.0767607176445263,0.03595280551487934,1.5091149084560704,-57.67951278931165,1808.9039254750078,"{'lag': 2, 'hours': 1.0, 'acf': 0.7654300770400542, 'n': 2679}",-3.7551802469896423,-9.453209304979975,123.73084967380764,0.00684931506849315,0.0014686866470139393,21.971452630371022,2.9213194847106934
  params: predicted-k,redmere_2,0,0.704841180316987,2.2307382730009833,0.5434008762322016,0.829408543263965,0.8829408543263965,1.1473495570737726,3.72103975986917,4.736668217024251,0.5086353429719672,0.0811594132188201,0.08311226370676689,1.4304458489007619,-0.013898188864977134,1.8248158109395143,"{'lag': 2, 'hours': 1.0, 'acf': 0.007728249336297494, 'n': 5057}",0.005334638184858909,-0.6560061284949795,18.92249688491026,0.024233296823658268,0.017058743966147594,8.9348592580481,2.064849376678467
  params: predicted-k,redmere_2,1,0.6939512604584144,1.9248068907784133,0.5609255202628697,0.860487404162103,0.9099123767798467,1.24332254458533,4.032620002726156,5.135609839153079,0.5053426944300048,0.07572955042986843,0.07979246985685601,1.4304458489007619,-0.051117280468032655,1.6122258136119965,"{'lag': 2, 'hours': 1.0, 'acf': -0.002039355773305455, 'n': 5057}",-0.013228741485709294,-0.8010112919739681,19.277702070563212,0.02478094194961665,0.017260388443280927,9.507353107368733,2.2463295459747314
  params: predicted-k,redmere_2,42,0.7075599966817311,1.8785283994795603,0.6165115005476451,0.8953997809419496,0.9315443592552026,1.506678082689751,4.880958812727071,6.215087270984159,0.4957521269395207,0.06510145177579552,0.09888675757724108,1.4304458489007619,-0.06761775201078003,1.4513767405729905,"{'lag': 2, 'hours': 1.0, 'acf': -0.0022038287505453803, 'n': 5057}",-0.0011159788449099928,-0.6958206995775871,19.308905881471258,0.02478094194961665,0.021345192423725345,18.64576395772036,2.4555859565734863
  params: predicted-k,great_fen,0,0.8896982517356773,2.4700054197323706,0.5177507447864945,0.871772591857001,0.913604766633565,1.6219539999824975,5.233350906007975,6.6704713161894125,0.5015612033080291,0.08151000922517508,0.017947690748909007,1.6619211733304229,-0.04811712187344636,1.7352948072322743,"{'lag': 2, 'hours': 1.0, 'acf': -0.017364319138752738, 'n': 5967}",-0.013081537296203427,-0.41480688695704615,15.278947837003898,0.024081429990069514,0.00930905646627811,20.079910415053575,2.6259243488311768
  params: predicted-k,great_fen,1,0.9180151167175681,4.117126946592197,0.46772591857000995,0.8049900695134061,0.8561320754716981,1.5387172666540168,4.966318522743666,6.326266653237115,0.5085186890268095,0.09446982211968573,0.04886229987745849,1.6619211733304229,0.011625774289767923,2.5814518395482726,"{'lag': 2, 'hours': 1.0, 'acf': 0.000993039415478185, 'n': 5967}",-0.013252887079971298,-0.38523923343282085,15.331038592158944,0.024081429990069514,0.009917607731335876,24.993799565371535,2.649137258529663
  params: predicted-k,great_fen,42,0.8847333201307636,3.9769305811875215,0.4057845084409136,0.781901688182721,0.8386295928500497,1.341395456968162,4.3259283884766,5.509438506900696,0.49725717310361833,0.10463082673753575,0.056387737076955546,1.6619211733304229,-0.04502314383936028,2.5920909799886775,"{'lag': 2, 'hours': 1.0, 'acf': -0.008886261448405012, 'n': 5967}",-0.010304981849867278,-0.3440610074596179,15.12893523302574,0.02432969215491559,0.025029864429209514,7.764224174069167,2.4996750354766846
