model,site,seed,crps,nll,cov50,cov90,cov95,sharp50,sharp90,sharp95,pit_mean,pit_var,pit_ks,rmse_floor,mean_z,std_z,acf1,drift_r2,noise_skew,noise_exkurt,noise_tail3sd,energy_distance,vvs_ratio_maxwin,rmse
  noise: state-space,rosedene,42,0.7300356278423556,4.442912999536992,0.42283479587943534,0.8001716901945822,0.8519648988935521,0.7915790606009746,2.5575580246475424,3.261766205923431,0.48851807171282063,0.10038157888707443,0.04758903295905814,1.6879225953531205,-0.07855012491186163,2.886485763735555,"{'lag': 2, 'hours': 1.0, 'acf': -0.020961106884415603, 'n': 15188}",-0.0008455557995203922,-0.6861288185795721,41.915348400119846,0.020268981304845477,0.04625652272018921,4.370085239169561,1.9848862886428833
  noise: state-space,redmere_1,0,7.1068599191871575,1651861.5934127436,0.5220700152207002,0.8731608320649417,0.910958904109589,36.55357600942695,118.86001563367127,156.7197593323689,0.5031054777899465,0.08072847693312242,0.023752174447045193,1.5091149084560704,-64.46837539180866,1816.470676675413,"{'lag': 2, 'hours': 1.0, 'acf': 0.7775407721978636, 'n': 2679}",-4.985951995949187,-8.419502894380049,105.23229713081622,0.009386098427194317,0.022336077196261073,11.582383704093404,1005.1170043945312
  noise: state-space,redmere_1,1,16.35117546728971,1188871.3652385452,0.5616438356164384,0.9104515474378488,0.9408929477422628,87.23730180714466,283.7244647366333,374.1863097579023,0.5082644411748695,0.07167755249934443,0.050024054050747,1.5091149084560704,-53.364680409408564,1541.0688829291723,"{'lag': 2, 'hours': 1.0, 'acf': 0.7390388637956229, 'n': 2679}",-5.173644622893889,-6.968785483258925,75.03826621213244,0.014205986808726534,0.058776912856195906,37.84670826912446,2358.915283203125
  noise: state-space,redmere_1,42,0.7652851099002483,3845905.93980925,0.5357686453576864,0.882546930492136,0.9236428209030949,1.5657845257778138,5.044855812739889,6.437526329112142,0.5110749962029749,0.07660476765213481,0.03751169383763667,1.5091149084560704,-161.11523860837147,2768.7275685242703,"{'lag': 2, 'hours': 1.0, 'acf': 0.18110223055348343, 'n': 2679}",-3.3771566051760065,-7.882489396611811,109.74064707382927,0.008625063419583967,0.0016494619854625636,16.49679685406898,2.965836763381958
  noise: state-space,redmere_2,0,0.7067535780114823,1.8819419491439444,0.5828313253012049,0.8759583789704272,0.9208652792990142,1.358701226297921,4.398979739487163,5.601277914771404,0.506626407138625,0.07151335730768119,0.08804625627560492,1.4304458489007619,-0.04098025028506803,1.512848318971404,"{'lag': 2, 'hours': 1.0, 'acf': 0.0024787532761924446, 'n': 5057}",-0.01193752872679954,-0.7555922365865814,19.520349125157484,0.024096385542168676,0.016783388962972712,11.846260953453978,2.356072425842285
  noise: state-space,redmere_2,1,0.9847717055450799,1.9670683499463681,0.6526560788608982,0.9157995618838992,0.9463307776560789,2.2619072110693073,7.315414410745489,9.319797672377536,0.48262762171791423,0.05890343884780647,0.12485675822396436,1.4304458489007619,-0.14806903091464588,1.280176553624953,"{'lag': 2, 'hours': 1.0, 'acf': 0.12598803767126862, 'n': 5057}",-4.580647772719912,-5.127031949652525,47.5135098387789,0.016018619934282583,0.0555741523778881,111.50325550196536,4.04034423828125
  noise: state-space,redmere_2,42,0.7068570662883128,2.0724661590628872,0.5614731653888281,0.8499452354874042,0.8982749178532311,1.2534753914717442,4.059380156856116,5.168790971864774,0.5053345610865498,0.07759242901124015,0.07305840839103966,1.4304458489007619,-0.04604768320262378,1.7023708418041392,"{'lag': 2, 'hours': 1.0, 'acf': -0.0040854370305903834, 'n': 5057}",-0.027924176494923625,-0.7246014818207742,18.89873180826085,0.024233296823658268,0.015366388269332232,10.089800874836186,2.269047737121582
  noise: state-space,great_fen,0,1.0330738167625648,2.4542420099920714,0.6269860973187686,0.9198113207547169,0.948733862959285,3.0993498624168345,10.000243763000977,12.735656889254086,0.5132000285609615,0.062230616524234804,0.08264888915272339,1.6619211733304229,0.0017398180933490043,1.4785331390611052,"{'lag': 2, 'hours': 1.0, 'acf': -0.017599774640576313, 'n': 5967}",-0.1882062664333053,-0.771383989472151,13.236862010698552,0.022715988083416086,0.047370869323750675,51.11457020291782,4.719128131866455
  noise: state-space,great_fen,1,0.9212943260493605,4.241121366706584,0.44997517378351537,0.8259682224428997,0.874875868917577,1.6586816122407666,5.347248935810074,6.8112918166743315,0.5071630792851004,0.09418679961696255,0.03676580044962641,1.6619211733304229,0.028819102156083003,2.6179559490840556,"{'lag': 2, 'hours': 1.0, 'acf': -0.014925429050002288, 'n': 5967}",-0.0684039898511084,-0.6105079402511426,14.142658844304808,0.023088381330685203,0.008583577124502195,14.791376189734466,2.8844783306121826
  noise: state-space,great_fen,42,0.8991038394247372,4.93681985756362,0.4467477656405164,0.8134309831181727,0.8659384309831182,1.4368836767620072,4.642359969513759,5.908044280112064,0.5165839656336458,0.09618655258354654,0.04948750651216649,1.6619211733304229,0.08794484279028296,2.8964750524089466,"{'lag': 2, 'hours': 1.0, 'acf': 0.018271622888633543, 'n': 5967}",-0.04383781723478464,-0.049364363409408224,13.21376835381102,0.02445382323733863,0.01530239963765645,13.867324518464935,2.5565271377563477
  residual: ON (Wiener),woodwalton,0,0.511140304358563,58.1870775157825,0.2589140060591937,0.5559310184106269,0.617862969004894,0.19321304125208005,0.6235720094280442,0.7954081535820205,0.6191359290813302,0.1335694209928282,0.24799485669747645,1.5677589430343275,0.3075959512161017,10.902847512265536,"{'lag': 2, 'hours': 1.0, 'acf': -0.023790535826452703, 'n': 13127}",-0.017026213540940027,-0.7743554381412994,50.09850831831883,0.02167326963411792,0.09079238189367175,2.790157266894386,1.2760484218597412
  residual: ON (Wiener),woodwalton,1,0.5011685126995666,14.136167170210516,0.395478909345141,0.6875436961081333,0.7431834071312049,0.37137605528529727,1.1984565846231316,1.5290191066628682,0.5954941161665701,0.1073752062694027,0.1938962097846335,1.5677589430343275,0.24984594768145577,5.420965170566643,"{'lag': 2, 'hours': 1.0, 'acf': 0.007920869425325841, 'n': 13127}",-0.019018633614835023,-0.728207450938982,49.892435359842835,0.021323700769051504,0.05602112089041683,3.2923004422440156,1.3185663223266602
  residual: ON (Wiener),woodwalton,42,0.49346301113485025,64.87576767686217,0.3512584479142391,0.6117455138662317,0.6580633884875321,0.18124824511857437,0.5853321409957022,0.7464354233468561,0.4726078854913371,0.12987214367641636,0.15183919262155385,1.5677589430343275,-0.7053516450755619,11.483828424021143,"{'lag': 2, 'hours': 1.0, 'acf': -0.04304921008890423, 'n': 13127}",0.0011652391350933655,-0.6921198241472853,50.536930131938455,0.02167326963411792,0.07504610437176615,0.9414057198647466,1.257957935333252
  residual: ON (Wiener),rosedene,0,0.7393279357222379,6.517532391164835,0.3254006104540252,0.7180465471194201,0.7880579931323922,0.6396858023555266,2.065522504009758,2.6339077573441574,0.4897122535117713,0.12121424846663345,0.1021450602339794,1.6879225953531205,-0.10119092663540286,3.615323615355842,"{'lag': 2, 'hours': 1.0, 'acf': -0.010371068520174989, 'n': 15188}",0.00335189297617422,-0.7255667659598359,42.15519400651484,0.020364364746280044,0.07263632848673851,3.1402793979080834,1.9656853675842285
  residual: ON (Wiener),rosedene,1,0.723334591078174,3.023443785743362,0.4560282334986646,0.8486264784433423,0.8939336131247615,1.0170408790934304,3.2858524745097113,4.190564197149354,0.4603369867214524,0.08971978597657856,0.08076865072223299,1.6879225953531205,-0.19532585031703387,2.2695036138863176,"{'lag': 2, 'hours': 1.0, 'acf': -0.03438603187886252, 'n': 15188}",-0.023410601416055332,-0.5882689124383201,41.27423195051438,0.020555131629149178,0.031794327828211455,6.227123608981865,2.1873579025268555
  residual: ON (Wiener),rosedene,42,0.7582807807415809,16.206116079874032,0.2703166730255628,0.6452212895841282,0.7186188477680274,0.5096820070485925,1.6487895862374897,2.103093496458762,0.497910035327343,0.13676741398184147,0.13435367302505344,1.6879225953531205,0.0012324110554503655,5.739618294595037,"{'lag': 2, 'hours': 1.0, 'acf': -0.043587555900078616, 'n': 15188}",-0.012374070615809973,-0.6220315196856783,41.60437317107265,0.020364364746280044,0.10119171557469259,1.4580653968749675,1.8998161554336548
  residual: ON (Wiener),redmere_1,0,5.985360621686622,1541760.4954287137,0.517503805175038,0.8964992389649924,0.9294774226281075,30.53127377660343,99.26711469547625,130.8408814647847,0.5230229946557882,0.0775131683669023,0.04386976088394129,1.5091149084560704,60.84617620939439,1754.9408502619776,"{'lag': 2, 'hours': 1.0, 'acf': 0.6478344206608887, 'n': 2679}",-3.368827465670895,-4.336416595461815,111.23439075913139,0.008117706747843734,0.018147345177542462,9.878144671738442,247.36285400390625
  residual: ON (Wiener),redmere_1,1,0.780905891724818,2023676.9393615897,0.5687468290208016,0.9190766108574328,0.9492643328259767,1.6187136607440231,5.226784834823651,6.668546616914477,0.5252458196780165,0.06877084901962285,0.07056161160415425,1.5091149084560704,13.37226607861477,2011.7587864415634,"{'lag': 2, 'hours': 1.0, 'acf': 0.6397031934289547, 'n': 2679}",-4.835293309117867,-5.237740776411969,106.57572558102322,0.0091324200913242,0.009078083579278529,26.53073737111186,3.193180561065674
  residual: ON (Wiener),redmere_1,42,0.867353084296121,5144041.939180209,0.530441400304414,0.8926940639269406,0.9337899543378996,1.7286403358269924,5.580556652814958,7.1281665619354015,0.5296537947220963,0.07589781382532133,0.05774081649559337,1.5091149084560704,69.79481059777112,3206.744619156899,"{'lag': 2, 'hours': 1.0, 'acf': -0.046237820726724645, 'n': 2679}",-2.986942859883962,3.5234751550038665,78.07701609908,0.011669203450025367,0.012331676497834954,36.278627322497044,3.435228109359741
  residual: ON (Wiener),redmere_2,0,0.7102893991142598,2.4051841552463324,0.5458652792990142,0.8296823658269441,0.8822562979189486,1.1301097656929915,3.661067451575826,4.660972348209324,0.5045510490004015,0.08141815765303445,0.0603101874038543,1.4304458489007619,-0.020806884824079035,1.917670993317548,"{'lag': 2, 'hours': 1.0, 'acf': 0.0046847951387347965, 'n': 5057}",0.015655636831849784,-0.6589484645845289,19.069687664490267,0.024917853231106242,0.01795334965797557,9.279423927546501,2.0747592449188232
  residual: ON (Wiener),redmere_2,1,0.7428035722785904,2.2478687436824734,0.5644852135815991,0.8566538882803943,0.9023822562979189,1.3631873262940568,4.414000749602599,5.623308483401293,0.5076064750249316,0.07684262187814442,0.06523755378767476,1.4304458489007619,0.01256978506241554,1.7415631375826908,"{'lag': 2, 'hours': 1.0, 'acf': 0.054215731565868786, 'n': 5057}",-0.19796816675836926,-0.3468443960510309,17.93052927416673,0.024096385542168676,0.011158157578777583,16.853861971355652,2.3924686908721924
  residual: ON (Wiener),redmere_2,42,0.7495666918078516,2.177946377981443,0.5774917853231106,0.859118291347207,0.9032037239868566,1.4437730950514083,4.676215267654912,5.954710200563608,0.5068568518698451,0.07480404058243723,0.07712862490524613,1.4304458489007619,-0.011678661940352848,1.6825148868062225,"{'lag': 2, 'hours': 1.0, 'acf': 0.00716161830051917, 'n': 5057}",-0.24502670009562721,-0.7821979619030857,17.636083097568687,0.023822562979189485,0.01077977887605952,10.827326871137233,2.422269582748413
  residual: ON (Wiener),great_fen,0,1.0647314816522546,2.074267759754457,0.6146971201588878,0.9371896722939425,0.9631330685203575,2.5144608941432294,8.116841016439748,10.34189775407188,0.5462594541658855,0.06027576673620675,0.12015758150602857,1.6619211733304229,0.1403795360511768,1.1182179261435194,"{'lag': 2, 'hours': 1.0, 'acf': 0.05906008652706424, 'n': 5967}",-0.3392004469641485,0.20103831236539793,8.686120328789363,0.020729890764647468,0.05041263227261794,53.96586201122225,3.5255560874938965
  residual: ON (Wiener),great_fen,1,0.9428564639074432,3.083636065869154,0.4268867924528302,0.8371400198609732,0.8918818272095332,1.6274560387445154,5.252987527857278,6.69337667406452,0.5371778758874852,0.09513080278091673,0.08466122315023394,1.6619211733304229,0.13423157954722065,2.1150422814579755,"{'lag': 2, 'hours': 1.0, 'acf': 0.01859513594102066, 'n': 5967}",-0.10357816169269163,-0.3287696103115276,12.157562445998865,0.02246772591857001,0.02595042862066821,18.01626143984374,2.800023078918457
  residual: ON (Wiener),great_fen,42,0.9123611655752274,4.145827315433402,0.37127606752730885,0.7753227408142999,0.8377606752730884,1.2681101229552332,4.0910955128370015,5.210015224399969,0.5248425408757481,0.10878095254130613,0.08933309005011814,1.6619211733304229,0.09593424200032452,2.668726227242032,"{'lag': 2, 'hours': 1.0, 'acf': -0.013934907261656871, 'n': 5967}",-0.064729319421442,-0.03316005452030349,12.461141054984772,0.023833167825223437,0.04301922690977067,10.642356678307785,2.4923148155212402
  residual: ON (state-space),woodwalton,0,0.5584751142187734,62.52471044048825,0.3531810766721044,0.6448380330925192,0.6968072710323934,0.45617401975497757,1.4723960719850613,1.8773727805998084,0.4262950532901855,0.12174318519088674,0.21063577336423217,1.5677589430343275,-1.9556022366392871,11.062889955726753,"{'lag': 2, 'hours': 1.0, 'acf': 0.13301671794435244, 'n': 13127}",-0.16680017775735334,-0.715106795187179,43.67380157403177,0.020100209741319038,0.053167795707113,11.263024999567712,1.4238343238830566
  residual: ON (state-space),woodwalton,1,0.4803593654190375,6.175450892728114,0.6224656257282685,0.8431018410626894,0.8758447914239105,0.6032161235264988,1.9490041974352887,2.485597426028787,0.45901219231830465,0.0699606249459668,0.1424760482245182,1.5677589430343275,-0.3376167724358258,3.499780539366668,"{'lag': 2, 'hours': 1.0, 'acf': -0.03732129331629175, 'n': 13127}",-0.05599470964066344,-0.795356596875271,50.62118355802259,0.021789792589140062,0.035339428243136406,4.86244780490866,1.4135890007019043
  residual: ON (state-space),woodwalton,42,0.5335014815114782,144.55277203010093,0.30057096247960846,0.6366814262409695,0.6986716383127476,0.28149475590952056,0.9092658385766382,1.1595132050176815,0.3484011883968214,0.11133243587107343,0.27095196774203906,1.5677589430343275,-1.561857035829049,16.988120190778158,"{'lag': 2, 'hours': 1.0, 'acf': -0.018146833939460812, 'n': 13127}",-0.17061092791298993,-0.88870038070721,46.27092966904428,0.021148916336518293,0.10792091461156844,4.474108808027362,1.3486045598983765
  residual: ON (state-space),rosedene,0,0.7265918685900371,3.8975906434719123,0.41882869133918355,0.8030808851583365,0.8559233117130866,0.7911182241206964,2.556061320631555,3.2600915840274016,0.4914962071837504,0.10057643653869856,0.047131526026606085,1.6879225953531205,-0.07776255163467272,2.6906489577025523,"{'lag': 2, 'hours': 1.0, 'acf': -0.007858437460624645, 'n': 15188}",0.0019830025961301567,-0.6739349575826963,41.967701217352534,0.020221289584128194,0.04457671794049767,5.715346944580633,1.9781075716018677
  residual: ON (state-space),rosedene,1,0.7293506489518136,2.864513183000249,0.5432086989698588,0.8787199542159481,0.915871804654712,1.1212154550503446,3.621526391929081,4.619221823571444,0.5011859356908929,0.07741353950195363,0.02858694924031857,1.6879225953531205,-0.013260729732242392,2.110119157919528,"{'lag': 2, 'hours': 1.0, 'acf': 0.01290189453112859, 'n': 15188}",-0.0005614904801187759,-0.6401298637886443,41.67660180123275,0.020507439908431895,0.016218235023557237,10.180829626254656,2.165151357650757
  residual: ON (state-space),rosedene,42,0.7474213558583811,9.509727341027153,0.30269935139259824,0.6848054177794735,0.7574399084318962,0.5675457747039647,1.8356353896613544,2.3408238996107906,0.4930450076189256,0.12814202165325228,0.11515984775617583,1.6879225953531205,-0.09399324919613654,4.390884518294725,"{'lag': 2, 'hours': 1.0, 'acf': -0.005528553068319451, 'n': 15188}",0.002611020650621465,-0.6921446076988402,42.01921451335214,0.020412056466997328,0.08554462755763559,2.1506959112511743,1.9074716567993164
  residual: ON (state-space),redmere_1,0,3.6823143160366008,1.6347045351463845,0.5768645357686454,0.9277016742770168,0.9563673262303399,18.4753505803828,59.76803210135199,76.29494864021811,0.5269914280288059,0.06723665164223139,0.0721491468011442,1.5091149084560704,0.06258545350710103,1.2347914738280694,"{'lag': 2, 'hours': 1.0, 'acf': -0.005715402127405323, 'n': 2679}",-3.454616695861586,-4.917008982117876,110.55744747594828,0.007356671740233384,0.02069908236454232,21.319225654347058,219.16647338867188
  residual: ON (state-space),redmere_1,1,2.2506661047490977,1.9382219330834363,0.5360223236935566,0.9010654490106544,0.9398782343987824,10.019866005984857,32.5061251921582,42.405144977070016,0.49550768604730183,0.07587075108424932,0.0331152190691123,1.5091149084560704,-0.022184603204857618,1.5135315109592706,"{'lag': 2, 'hours': 1.0, 'acf': -0.012369515416726018, 'n': 2679}",-4.894169445435861,-4.82140960871348,71.28778409531783,0.014713343480466767,0.02633685816193676,27.39110824711304,92.79718017578125
  residual: ON (state-space),redmere_1,42,0.8121405874092293,1766289.0903503166,0.6286149162861492,0.9345509893455098,0.9616945712836124,1.8739008389116618,6.0370846962729185,7.699430902221177,0.5109494128683858,0.06067541579730187,0.08486788528474479,1.5091149084560704,-65.86209918509262,1878.360560931648,"{'lag': 2, 'hours': 1.0, 'acf': 0.7972903380369027, 'n': 2679}",-5.162530782267893,-8.478233074881027,106.6072048883161,0.007356671740233384,0.01701469104793607,24.470721251439084,3.341740846633911
  residual: ON (state-space),redmere_2,0,0.7102058510163998,2.1634364111877846,0.5517524644030668,0.8444687842278203,0.8966319824753559,1.2997352975177878,4.210951599685999,5.361350925652529,0.4898757862934079,0.07946710686632402,0.0774312091056224,1.4304458489007619,-0.0775024387806323,1.7607518554486463,"{'lag': 2, 'hours': 1.0, 'acf': 0.016001995284647203, 'n': 5057}",-0.15483091046264152,-0.7972977725647391,18.52732397443369,0.023822562979189485,0.016710365769388558,10.213021211040198,2.3220605850219727
  residual: ON (state-space),redmere_2,1,0.7503853862699631,1.858922643037222,0.6352683461117196,0.9075848849945235,0.9426341730558598,1.7946293382938066,5.813422254430945,7.4061877281536574,0.4792346619400087,0.06229874050450183,0.11984348700566283,1.4304458489007619,-0.10392239920977348,1.3412174742554397,"{'lag': 2, 'hours': 1.0, 'acf': 0.015773775524274794, 'n': 5057}",-0.15637908700237668,-0.5484326838231334,17.919042140135716,0.024233296823658268,0.03333503551909356,19.79323933397626,2.7654805183410645
  residual: ON (state-space),redmere_2,42,0.7533661381660592,1.6876877988540002,0.6674424972617744,0.9312705366922235,0.962486308871851,2.0117371323985647,6.523973899921208,8.309306726912245,0.506008273036058,0.05544102041405327,0.1134012511943448,1.4304458489007619,-0.015490611932414322,1.1376979691325158,"{'lag': 2, 'hours': 1.0, 'acf': -0.0031355155803210882, 'n': 5057}",-0.02561973141131224,-0.4752722365607571,18.72611202745669,0.02478094194961665,0.031127337869210958,40.81290971499206,3.172684907913208
  residual: ON (state-space),great_fen,0,0.9687463588434826,2.0972286808253724,0.6349304865938431,0.9389275074478649,0.9620158887785502,2.5904509377265357,8.354730427524125,10.641676252296831,0.4906573323846905,0.06023326578244019,0.08294665148538305,1.6619211733304229,-0.05916498420289779,1.2201625453995542,"{'lag': 2, 'hours': 1.0, 'acf': 0.004051137976546396, 'n': 5967}",-0.39527619444991124,-0.9638646676661171,13.572520963913046,0.02259185700099305,0.03758621449743149,37.933937896550006,3.6425814628601074
  residual: ON (state-space),great_fen,1,0.9538408932395799,2.989382891960917,0.5568520357497517,0.8871648460774578,0.9211767626613704,2.1086999725678965,6.7957934437463905,8.658477230881111,0.5340601955111223,0.07355734707959545,0.08222007065164033,1.6619211733304229,0.11582756977545214,1.926445960977431,"{'lag': 2, 'hours': 1.0, 'acf': 0.05542061021743317, 'n': 5967}",-0.048794039617767515,-0.11246352935997785,12.318619686155937,0.022715988083416086,0.013898626861964525,29.543609613793734,3.178499460220337
